id_presupuesto,plazo_ejecucion,fecha_presupuesto,fecha_validez,fecha_actualizacion,fecha_creacion,fecha_vencimiento,importe_presupuestado,total_sin_impuestos,total_con_impuestos,id_licitacion,beneficios_esperados,metodos_pago,moneda,porcentaje_descuento_acumulado,canal_entrada,cliente,comentarios,complejidad_general,dias_negociacion,estado_presupuesto,metodo_contacto,motivo_rechazo,numero_items,rating_comercial,responsable_comercial,sector_industria,segmento_cliente,categoria_licitada,aceptado,importe_presupuestado_media,importe_presupuestado_medio_segmento,importe_presupuestado_std,probabilidad_cierre_estimada,costo_total_personal,costo_total_maquinaria,costo_total_materiales,costo_total_imprevistos,costo_total,n_dias_planificados,dias_ejecucion_real,desviacion_coste,desviacion_duracion
PR339,289,2022-08-27,2022-09-26,2022-08-30,2022-08-24,2022-10-01,1329294.3607951105,1329294.3607951105,1608446.1765620837,LIPR339,146175.95876570122,Cheque,EUR,11.642493406037351,Digital,Empresa Pública de Abastecimiento de Agua,Think break thousand little move still easy far best.,2,11,Aceptado,Email,0,13,1,María López,Agua Potable,Privado,Infraestructura,True,1196569.0440839771,1200738.4150724178,66885.36004922881,47.66205748155797,147360.0,688557.7599520992,604332.3260685995,68472.6099261221,1508722.6959468208,338,25,33252.3763860091,313
PR1271,25,2022-08-29,2022-09-28,2022-09-05,2022-08-28,2022-10-07,117805.30639532497,117805.30639532497,142544.4207383432,LIPR1271,11099.526052432371,Anticipado,EUR,6.936271815823112,Telefónico,Cooperativa Agraria de Riego y Desarrollo,But outside senior adult democratic by.,2,6,Aceptado,Teléfono,0,7,2,José García,Riego,Privado,Automático,True,114631.91025091078,114371.40757955068,4425.440904820535,64.24380663306981,9360.0,19442.350832055647,59984.68474174359,2399.9596385232157,91186.99521232245,21,5,-37717.83723543488,16
PR36,34,2022-08-29,2022-09-28,2022-09-05,2022-08-27,2022-10-06,324798.7541140388,324798.7541140388,393006.4924779869,LIPR36,45346.486625766935,Progresivo,EUR,7.636189736843638,Digital,Consorcio Municipal de Agua de Toledo,Mother model career base health blood piece hear.,1,5,Aceptado,Email,0,7,5,José García,Agua Potable,Privado,Tratamiento,True,289905.4361511126,288434.093631625,70548.1804548662,82.47810056784746,16280.0,102677.82847881358,155219.48031707344,2772.690375180274,276949.9991710673,29,8,-93195.24156873839,21
PR657,46,2022-08-30,2022-09-29,2022-08-31,2022-08-25,2022-10-02,414791.75027449656,414791.75027449656,501898.0178321409,LIPR657,44511.0001455508,Progresivo,EUR,7.632580076679366,Telefónico,Empresa Pública de Abastecimiento de Agua,Month discover we much system president.,2,13,Aceptado,Teléfono,0,8,3,Ana Martínez,Agua Potable,Privado,Tratamiento,True,289905.4361511126,288434.093631625,70548.1804548662,59.88644384750595,23520.0,129768.02665090289,230012.80967788232,0.0,383300.83632878517,41,9,-76001.9140912622,32
PR1196,97,2022-08-30,2022-09-29,2022-08-29,2022-08-26,2022-10-06,556780.0816798442,556780.0816798442,673703.8988326114,LIPR1196,91298.94607040078,Transferencia,EUR,10.196100873389248,Digital,Instituto Municipal de Conservación y Mantenimiento,Figure defense interview part sometimes catch require daughter law.,2,12,Aceptado,Web,0,13,4,Ana Martínez,Impermeabilización,Privado,Otros,True,549701.8787000739,550788.432302039,31760.19086053934,67.07089418419567,41184.0,85513.1931003961,253206.47666915285,22089.935216686237,401993.6049862352,104,7,-246085.42276400974,97
PR1324,110,2022-09-02,2022-10-02,2022-09-01,2022-08-31,2022-10-11,521019.3028679775,521019.3028679775,630433.3564702527,LIPR1324,78968.03120677957,Progresivo,EUR,3.0741244645452945,Presencial,Gobierno Local de Barcelona - Obras y Conservación,Senior success image wish recognize knowledge history because.,2,8,Aceptado,Presencial,0,12,3,Pedro Sánchez,Impermeabilización,Público,Otros,True,549701.8787000739,550788.432302039,31760.19086053934,69.90900400235566,52416.0,282596.2847525909,216453.27256606932,27387.248311402367,578852.8056300626,119,15,-21134.528444694457,104
PR716,137,2022-09-02,2022-10-02,2022-09-05,2022-09-01,2022-10-09,757177.0160522965,757177.0160522965,916184.1894232788,LIPR716,81796.74362495558,Pagaré,EUR,2.7638968692528056,Telefónico,Gobierno Regional de Castilla-La Mancha - Departamento de Agua,According weight answer way head structure.,1,5,Aceptado,Teléfono,0,10,2,Ana Martínez,Agua Potable,Público,Distribución,True,746784.6346840662,750658.9928292787,82459.54389111296,63.72694334715202,50600.0,246020.58433383025,304747.3729376509,22384.817995845257,623752.7752673264,132,17,-215220.9844099257,115
PR1333,184,2022-09-11,2022-10-11,2022-09-14,2022-09-08,2022-10-15,1233891.0157501765,1233891.0157501765,1493008.129057713,LIPR1333,134179.85379934442,Transferencia,EUR,4.083908061205107,Telefónico,Gobierno Regional de Castilla-La Mancha - Departamento de Agua,Allow watch purpose oil loss focus threat mean.,1,5,Rechazado,Teléfono,Plazo insuficiente,12,3,Pedro Sánchez,Agua Potable,Público,Infraestructura,False,1196569.0440839771,1200738.4150724178,66885.36004922881,64.39156987497464,96360.00000000001,478508.86147729633,527458.0798232255,17486.276830567866,1119813.2181310898,215,22,-248257.6514184311,193
PR1470,248,2022-09-15,2022-10-15,2022-09-18,2022-09-12,2022-10-23,1145359.89487373,1145359.89487373,1385885.4727972134,LIPR1470,131143.93257336703,Anticipado,EUR,15.115969212300872,Digital,Ayuntamiento de Calatayud,Card sea modern information floor name may occur remain computer.,2,14,Aceptado,Email,0,10,2,José García,Agua Potable,Público,Infraestructura,True,1196569.0440839771,1200738.4150724178,66885.36004922881,48.17900287854472,124800.0,553614.2425149686,484947.1166423947,98415.00928300366,1261776.3684403668,285,28,-14727.459006730118,257
PR482,151,2022-09-17,2022-10-17,2022-09-17,2022-09-12,2022-10-18,573886.0468151431,573886.0468151431,694402.1166463231,LIPR482,77868.01925141278,Factoring,EUR,19.4381449045688,Presencial,Gobierno Local de Barcelona - Obras y Conservación,Difference relate society very science medical relationship back recently.,3,20,Aceptado,Presencial,0,14,3,Ana Martínez,Impermeabilización,Público,Otros,True,549701.8787000739,550788.432302039,31760.19086053934,60.74510627231295,41860.0,257249.7175077281,315919.36305503664,10630.69928952391,625659.7798522887,166,12,-26094.28621426721,154
PR617,30,2022-09-23,2022-10-23,2022-09-26,2022-09-19,2022-10-30,117588.77311681263,117588.77311681263,142282.4154713433,LIPR617,14749.512850778943,Cheque,EUR,6.173026679983842,Digital,Cooperativa Agraria de Riego y Desarrollo,Require manager name blood agreement.,1,6,Aceptado,Web,0,3,4,María López,Riego,Privado,Automático,True,114631.91025091078,114371.40757955068,4425.440904820535,78.37030848511023,10868.000000000002,39236.67514294587,65636.73585015952,7214.184144053396,122955.59513715877,26,9,-9382.690830432804,17
PR194,29,2022-09-25,2022-10-25,2022-09-22,2022-09-20,2022-11-01,126574.9300046935,126574.9300046935,153155.6653056791,LIPR194,13921.517625404947,Cheque,EUR,12.42773674777271,Digital,Gobierno Regional de Extremadura - Oficina de Riego,Tell reach culture scene site.,3,13,Aceptado,Web,0,8,2,José García,Riego,Público,Automático,True,114631.91025091078,114371.40757955068,4425.440904820535,54.54285466780578,11492.0,22545.81156552596,58762.688862613366,3854.284712333601,96654.78514047292,24,4,-43841.66248962552,20
PR821,202,2022-09-27,2022-10-27,2022-09-26,2022-09-22,2022-11-05,1271919.20800944,1271919.20800944,1539022.2416914224,LIPR821,156126.93360905215,Retención,EUR,2.520928864474389,Presencial,Gobierno Regional de Castilla-La Mancha - Departamento de Agua,Believe some recent we hold.,1,7,Aceptado,Presencial,0,9,2,María López,Agua Potable,Público,Infraestructura,True,1196569.0440839771,1200738.4150724178,66885.36004922881,54.88875644226112,101640.00000000001,498843.5068574113,674407.7842775615,0.0,1274891.2911349728,226,28,-153154.85048351932,198
PR963,40,2022-09-29,2022-10-29,2022-10-07,2022-09-27,2022-10-30,121836.00400984834,121836.00400984834,147421.56485191648,LIPR963,15796.672389703184,Contado,EUR,4.614076709105714,Telefónico,Gobierno Local de Barcelona - Obras y Conservación,How per themselves develop again memory all sister.,2,9,Aceptado,Teléfono,0,6,5,José García,Impermeabilización,Público,Balsa,True,112680.626365045,112414.45855403256,26903.983575959217,87.38292690215083,13776.0,54690.15643192165,60252.82801208381,0.0,128718.98444400544,37,8,-8913.691955546085,29
PR405,22,2022-10-03,2022-11-02,2022-10-05,2022-09-30,2022-11-12,218538.52214721215,218538.52214721215,264431.6117981267,LIPR405,22225.43005391448,Progresivo,EUR,0.8080680828613769,Digital,Ayuntamiento de Calatayud,Side scientist bring system understand program develop cause last.,1,5,Aceptado,Email,0,5,2,Pedro Sánchez,Agua Potable,Público,Tratamiento,True,289905.4361511126,288434.093631625,70548.1804548662,71.00753839850469,11000.0,68727.34288565717,110090.60277898639,0.0,189817.94566464354,21,6,-50946.00653648308,15
PR270,93,2022-10-04,2022-11-03,2022-10-08,2022-09-29,2022-11-05,709953.4468109133,709953.4468109133,859043.670641205,LIPR270,79300.88913426474,Pagaré,EUR,0.0,Presencial,Consorcio Municipal de Agua de Toledo,Many particularly other hear reality should attorney necessary couple join whom.,1,3,Rechazado,Presencial,0,10,2,Juan Pérez,Agua Potable,Privado,Distribución,False,746784.6346840662,750658.9928292787,82459.54389111296,55.10025605157394,48048.0,189406.03917762323,391102.7356761138,22200.529651005516,650757.3045047426,91,13,-138497.03144043538,78
PR241,62,2022-10-05,2022-11-04,2022-10-08,2022-10-01,2022-11-14,273924.826231943,273924.826231943,331449.039740651,LIPR241,53370.32310756549,Progresivo,EUR,5.414178642836731,Telefónico,Empresa Mixta de Mantenimiento Urbano,Film lot your half add agreement whole society protect around.,2,8,Aceptado,Teléfono,0,9,4,Juan Pérez,Impermeabilización,Privado,Tanque,True,321845.46434376953,327464.11015569995,40023.79221888236,75.32980641599535,37920.0,107772.93947889282,155499.01702491185,29197.285268277014,330389.2417720817,61,10,3094.092432573234,51
PR933,292,2022-10-08,2022-11-07,2022-10-11,2022-10-06,2022-11-10,1185466.3304590115,1185466.3304590115,1434414.259855404,LIPR933,98440.5389425778,Progresivo,EUR,22.764157094800463,Telefónico,Ayuntamiento de Calatayud,Figure open less sister just property sing send direction nothing.,3,25,Aceptado,Teléfono,0,12,4,Juan Pérez,Agua Potable,Público,Infraestructura,True,1196569.0440839771,1200738.4150724178,66885.36004922881,67.77662763915413,183040.0,782776.744463369,607957.4062340842,84129.61278779633,1657903.7634852494,336,35,373996.8940836601,301
PR918,42,2022-10-11,2022-11-10,2022-10-12,2022-10-10,2022-11-16,363138.507692362,363138.507692362,439397.594307758,LIPR918,48540.5954042996,Cheque,EUR,5.368789451951463,Digital,Gobierno Regional de Castilla-La Mancha - Departamento de Agua,Wear huge finally color within myself available top in.,1,3,Aceptado,Web,0,7,5,Juan Pérez,Agua Potable,Público,Tratamiento,True,289905.4361511126,288434.093631625,70548.1804548662,84.81901056844767,20240.000000000004,129293.0800960505,194826.13832969987,19548.40417487591,363907.6226006263,41,8,-47771.48049603529,33
PR630,298,2022-10-12,2022-11-11,2022-10-17,2022-10-07,2022-11-12,1236648.4073571933,1236648.4073571933,1496344.5729022038,LIPR630,159331.89685772464,Retención,EUR,10.78294133006896,Presencial,Ayuntamiento de Calatayud,Level necessary health card effect threat.,3,12,Aceptado,Presencial,0,13,5,Pedro Sánchez,Agua Potable,Público,Infraestructura,True,1196569.0440839771,1200738.4150724178,66885.36004922881,69.52513023981092,265408.0,984082.4728585959,471843.58202791796,163471.13195396512,1884805.186840479,350,26,488824.8826255611,324
PR1228,23,2022-10-12,2022-11-11,2022-10-10,2022-10-07,2022-11-21,114443.26883817546,114443.26883817546,138476.3552941923,LIPR1228,9292.072642113242,Cheque,EUR,6.386397940007274,Digital,Cooperativa Agraria de Riego y Desarrollo,Cell run PM box several minute right available middle.,2,13,Aceptado,Web,0,4,4,Pedro Sánchez,Riego,Privado,Automático,True,114631.91025091078,114371.40757955068,4425.440904820535,80.56205653804227,8640.0,50351.15374452096,65887.8637736775,14570.783084828638,139449.8006030271,21,8,15714.459122738408,13
PR1467,223,2022-10-16,2022-11-15,2022-10-22,2022-10-13,2022-11-19,1107989.379926338,1107989.379926338,1340667.1497108687,LIPR1467,129190.06584025666,Contado,EUR,21.78774463315837,Presencial,Administración Local de Oropesa,Day company culture effort their.,3,27,Aceptado,Presencial,0,11,1,Pedro Sánchez,Agua Potable,Privado,Infraestructura,True,1196569.0440839771,1200738.4150724178,66885.36004922881,42.352794066520666,212160.0,762586.9846372141,494457.76807110145,75011.47112187682,1544216.2238301921,247,25,307036.7780635974,222
PR171,52,2022-10-17,2022-11-16,2022-10-16,2022-10-13,2022-11-17,339849.826368855,339849.826368855,411218.2899063146,LIPR171,57597.67119668031,Progresivo,EUR,13.638352081893805,Telefónico,Ayuntamiento de Madrid - Servicios de Infraestructuras,Break left well simple.,2,12,Aceptado,Teléfono,0,7,4,José García,Impermeabilización,Público,Tanque,True,321845.46434376953,327464.11015569995,40023.79221888236,83.84637432816389,28320.0,81262.130507759,152027.09786801387,5182.114904083642,266791.34327985655,48,10,-130656.15428567879,38
PR1424,324,2022-10-18,2022-11-17,2022-10-17,2022-10-13,2022-11-27,1195696.4819736131,1195696.4819736131,1446792.7431880718,LIPR1424,119793.90454259196,Transferencia,EUR,14.377900578266438,Digital,Consorcio Municipal de Agua de Toledo,Religious where into among opportunity left call say.,3,17,Rechazado,Email,Plazo insuficiente,14,1,María López,Agua Potable,Privado,Infraestructura,False,1196569.0440839771,1200738.4150724178,66885.36004922881,39.34156195457946,318656.0,1215123.7666271194,527932.4854730369,75682.81361893765,2137395.065719094,370,30,821904.679202889,340
PR254,324,2022-10-21,2022-11-20,2022-10-25,2022-10-17,2022-11-25,1195080.053909494,1195080.053909494,1446046.865230488,LIPR254,136913.29248114355,Pagaré,EUR,7.163201051964062,Presencial,Administración Local de Oropesa,Response suggest step bank explain better size interesting school their.,3,8,Aceptado,Presencial,0,14,5,Juan Pérez,Agua Potable,Privado,Infraestructura,True,1196569.0440839771,1200738.4150724178,66885.36004922881,79.17481291734194,323648.0,1178045.1026661566,513128.0836384757,51052.55815387631,2065873.744458509,374,30,733880.3980678713,344
PR889,144,2022-10-23,2022-11-22,2022-10-26,2022-10-18,2022-11-27,731685.0361175619,731685.0361175619,885338.8937022499,LIPR889,94972.22122700626,Cheque,EUR,14.01020670977979,Telefónico,Administración Local de Oropesa,Series and thank key language you.,2,15,Aceptado,Teléfono,0,13,3,Ana Martínez,Agua Potable,Privado,Distribución,True,746784.6346840662,750658.9928292787,82459.54389111296,67.3818518874345,81120.0,178476.49078559942,367472.12106730277,37864.94701547366,664933.5588683758,141,12,-161723.69847619228,129
PR1578,316,2022-10-23,2022-11-22,2022-10-28,2022-10-22,2022-11-30,1152603.1428961465,1152603.1428961465,1394649.8029043372,LIPR1578,176609.05481941756,Transferencia,EUR,15.564029845685456,Digital,Empresa Pública de Abastecimiento de Agua,Summer yeah relationship stage subject car now need view much.,3,14,Aceptado,Email,0,14,3,María López,Agua Potable,Privado,Infraestructura,True,1196569.0440839771,1200738.4150724178,66885.36004922881,64.69029875271924,308672.0,1104144.8514342792,576877.7852263221,141032.54493261236,2130727.181593213,357,28,801514.9838776492,329
PR1554,20,2022-10-26,2022-11-25,2022-11-01,2022-10-25,2022-12-04,59093.29174140877,59093.29174140877,71502.8830071046,LIPR1554,8241.161486276027,Retención,EUR,8.085426597774086,Presencial,Cooperativa Agraria de Riego y Desarrollo,Show occur food method me state those five animal political.,1,5,Aceptado,Presencial,0,4,3,Ana Martínez,Riego,Privado,Agrícola,True,45438.9552001467,44794.86798307713,9456.09302304823,74.93383877010314,10120.0,31783.940486953506,29989.380137377626,0.0,71893.32062433113,17,8,4558.86739664633,9
PR1283,85,2022-10-27,2022-11-26,2022-11-02,2022-10-25,2022-12-06,787252.3200898294,787252.3200898294,952575.3073086936,LIPR1283,98798.0418383534,Contado,EUR,0.0,Digital,Empresa Pública de Abastecimiento de Agua,Itself final room production evidence civil.,1,3,Aceptado,Redes Sociales,0,5,3,Juan Pérez,Agua Potable,Privado,Distribución,True,746784.6346840662,750658.9928292787,82459.54389111296,63.07752720425908,42900.0,99715.50744013979,345655.52638075437,0.0,488271.03382089414,82,16,-397779.32810728863,66
PR1070,114,2022-11-01,2022-12-01,2022-11-04,2022-10-30,2022-12-04,763459.1566217277,763459.1566217277,923785.5795122904,LIPR1070,108784.40644870726,Transferencia,EUR,4.360246738200994,Digital,Ayuntamiento de Calatayud,Else maybe boy thus set itself.,1,4,Aceptado,Web,0,10,3,Ana Martínez,Agua Potable,Público,Distribución,True,746784.6346840662,750658.9928292787,82459.54389111296,73.4929553461578,52052.0,124146.75194401918,352077.45833131246,17879.085709552917,546155.2959848845,108,11,-326088.2670855505,97
PR1115,137,2022-11-02,2022-12-02,2022-11-09,2022-10-31,2022-12-03,895112.9560414462,895112.9560414462,1083086.6768101498,LIPR1115,147161.9645794407,Cheque,EUR,3.210695563094884,Telefónico,Empresa Pública de Abastecimiento de Agua,Provide mention kind different report for billion.,1,3,Rechazado,Teléfono,0,8,5,María López,Agua Potable,Privado,Distribución,False,746784.6346840662,750658.9928292787,82459.54389111296,83.09024231183845,66352.0,158319.41611339702,355594.58837175765,73983.43358503199,654249.4380701866,133,19,-388025.48255070025,114
PR65,137,2022-11-06,2022-12-06,2022-11-15,2022-11-05,2022-12-08,538492.6899322431,538492.6899322431,651576.1548180141,LIPR65,92508.0726916314,Progresivo,EUR,8.686327662660956,Telefónico,Empresa Mixta de Mantenimiento Urbano,Newspaper attack individual blue special.,2,10,Aceptado,Teléfono,0,13,5,Juan Pérez,Impermeabilización,Privado,Otros,True,549701.8787000739,550788.432302039,31760.19086053934,83.30591758909983,35616.0,227141.7004609776,267460.2687445606,55798.6745624337,586016.6437679718,140,11,-44984.11885590271,129
PR674,156,2022-11-07,2022-12-07,2022-11-04,2022-11-02,2022-12-09,794044.0353703251,794044.0353703251,960793.2827980932,LIPR674,94036.83996597237,Pagaré,EUR,2.405395942326509,Presencial,Ayuntamiento de Calatayud,Kitchen growth wait once throughout.,2,6,Aceptado,Presencial,0,12,5,María López,Agua Potable,Público,Distribución,True,746784.6346840662,750658.9928292787,82459.54389111296,74.32610561457456,98592.0,217901.76374883822,431117.81327692576,70832.81535591128,818444.3923816752,156,27,-69636.48295462226,129
PR368,24,2022-11-08,2022-12-08,2022-11-08,2022-11-06,2022-12-14,268533.1148058002,268533.1148058002,324925.06891501823,LIPR368,32734.820037830817,Factoring,EUR,2.8541801712781414,Telefónico,Gobierno Regional de Castilla-La Mancha - Departamento de Agua,Organization middle listen thing want us work account while.,1,6,Aceptado,Teléfono,0,5,5,Juan Pérez,Agua Potable,Público,Tratamiento,True,289905.4361511126,288434.093631625,70548.1804548662,83.88684726065219,12760.0,80414.84655195751,122529.46348532126,3164.9770932814577,218869.28713056023,21,7,-82398.6477130708,14
PR357,20,2022-11-10,2022-12-10,2022-11-14,2022-11-06,2022-12-11,90132.65427475156,90132.65427475156,109060.5116724494,LIPR357,8069.834658248627,Transferencia,EUR,1.008536262330903,Presencial,Instituto de Riego y Promoción Agraria de Murcia,Could begin business research off clearly better whole outside low.,2,6,Aceptado,Presencial,0,6,3,María López,Riego,Privado,Parques,True,87548.47788968829,87362.51186738555,4264.501779009559,63.54451545871995,14976.0,71755.65894425093,47051.45760004424,0.0,133783.11654429516,18,6,35580.62761129497,12
PR54,37,2022-11-10,2022-12-10,2022-11-12,2022-11-06,2022-12-17,277047.8224500711,277047.8224500711,335227.86516458605,LIPR54,37571.57888947264,Retención,EUR,6.072585648272323,Telefónico,Empresa Pública de Abastecimiento de Agua,Leave practice usually thank night answer.,3,12,Rechazado,Teléfono,0,8,5,Pedro Sánchez,Agua Potable,Privado,Tratamiento,False,289905.4361511126,288434.093631625,70548.1804548662,71.7724685732671,19760.0,100283.52319225538,104150.67389260052,13336.783196287533,237530.98028114342,32,7,-77088.42105840033,25
PR956,107,2022-11-12,2022-12-12,2022-11-08,2022-11-07,2022-12-22,609342.0884163991,609342.0884163991,737303.9269838429,LIPR956,80926.4509662796,Progresivo,EUR,9.686776931760605,Digital,Administración Local de Oropesa,Culture already five class worry top successful begin others more.,3,17,Aceptado,Email,0,11,3,José García,Agua Potable,Privado,Distribución,True,746784.6346840662,750658.9928292787,82459.54389111296,68.42043510529521,62868.0,124628.85424547382,304403.894190311,24165.128130662306,516065.87656644714,100,14,-174202.66281623155,86
PR1503,114,2022-11-12,2022-12-12,2022-11-19,2022-11-10,2022-12-19,808478.9951567912,808478.9951567912,978259.5841397172,LIPR1503,132859.3270187185,Progresivo,EUR,0.0,Telefónico,Consorcio Municipal de Agua de Toledo,Issue story either piece stock office surface herself test be.,1,4,Aceptado,Teléfono,0,12,3,María López,Agua Potable,Privado,Distribución,True,746784.6346840662,750658.9928292787,82459.54389111296,67.21597187723285,44880.00000000001,227525.19744736055,371050.12693754124,10464.520177535853,653919.8445624376,110,15,-287418.477613072,95
PR1239,102,2022-11-13,2022-12-13,2022-11-16,2022-11-10,2022-12-19,684429.4845740859,684429.4845740859,828159.676334644,LIPR1239,86781.56682950334,Pagaré,EUR,8.843462701163153,Presencial,Gobierno Regional de Castilla-La Mancha - Departamento de Agua,Station scientist recent southern term after nearly across role born.,2,7,Aceptado,Presencial,0,10,4,José García,Agua Potable,Público,Distribución,True,746784.6346840662,750658.9928292787,82459.54389111296,65.18640038898731,38880.0,171561.75060538558,316445.60327950807,11128.784117191595,538016.1380020853,98,10,-233194.913401504,88
PR97,373,2022-11-15,2022-12-15,2022-11-20,2022-11-14,2022-12-16,1072538.2687347005,1072538.2687347005,1297771.3051689873,LIPR97,124978.20028653534,Pagaré,EUR,21.02562660387765,Telefónico,Gobierno Regional de Castilla-La Mancha - Departamento de Agua,Past could season foot.,3,21,Aceptado,Teléfono,0,12,3,María López,Agua Potable,Público,Infraestructura,True,1196569.0440839771,1200738.4150724178,66885.36004922881,66.94988274622507,376064.0,1369885.7891445323,504113.9812381448,23908.490748490596,2273972.2611311674,432,46,1076455.7921099316,386
PR1535,20,2022-11-18,2022-12-18,2022-11-26,2022-11-17,2022-12-24,153849.48614922067,153849.48614922067,186157.878240557,LIPR1535,18024.32123800703,Pagaré,EUR,0.0,Presencial,Administración Local de Oropesa,Bed present democratic catch Democrat trial authority.,1,3,Aceptado,Presencial,0,5,5,María López,Agua Potable,Privado,Tratamiento,True,289905.4361511126,288434.093631625,70548.1804548662,87.24988804458367,16368.000000000004,95543.03251659105,74556.96502328006,0.0,186467.9975398711,20,8,14594.190152643412,12
PR996,14,2022-11-18,2022-12-18,2022-11-14,2022-11-13,2022-12-20,35053.02083920836,35053.02083920836,42414.15521544212,LIPR996,4617.256883008371,Contado,EUR,2.9989400144682405,Telefónico,Instituto de Riego y Promoción Agraria de Murcia,Food tax notice of eye officer.,1,6,Rechazado,Teléfono,Plazo insuficiente,5,4,José García,Riego,Privado,Agrícola,False,45438.9552001467,44794.86798307713,9456.09302304823,74.4072943630069,7040.0,21179.6745083077,15583.046130597799,8589.76230167964,52392.482940585134,11,7,12722.205218368405,4
PR52,30,2022-11-22,2022-12-22,2022-11-26,2022-11-20,2022-12-25,297149.3560897139,297149.3560897139,359550.72086855385,LIPR52,35933.21179773835,Pagaré,EUR,3.725620028504246,Presencial,Empresa Pública de Abastecimiento de Agua,Art million ok care door.,1,5,Aceptado,Presencial,0,3,5,Pedro Sánchez,Agua Potable,Privado,Tratamiento,True,289905.4361511126,288434.093631625,70548.1804548662,81.25417572266997,19360.000000000004,120949.81612690489,116200.48660672647,0.0,256510.30273363134,31,16,-76572.26515382095,15
PR255,29,2022-11-25,2022-12-25,2022-11-26,2022-11-23,2023-01-03,347749.3940388832,347749.3940388832,420776.7667870487,LIPR255,53980.6765412447,Transferencia,EUR,4.8189626878893215,Telefónico,Empresa Pública de Abastecimiento de Agua,Type garden provide together several her.,1,4,Aceptado,Teléfono,0,6,4,María López,Agua Potable,Privado,Tratamiento,True,289905.4361511126,288434.093631625,70548.1804548662,76.8692818851341,13200.0,80491.70888547192,142573.02713192842,5971.140888008629,242235.87690540892,24,7,-159494.193674719,17
PR371,277,2022-11-27,2022-12-27,2022-12-03,2022-11-25,2023-01-02,1201553.7262391488,1201553.7262391488,1453880.00874937,LIPR371,138115.00513849824,Confirming,EUR,7.083262163592307,Digital,Gobierno Regional de Castilla-La Mancha - Departamento de Agua,End team respond explain much bad.,2,8,Aceptado,Email,0,9,4,María López,Agua Potable,Público,Infraestructura,True,1196569.0440839771,1200738.4150724178,66885.36004922881,72.17626703302204,154560.0,698739.2137690228,637663.5082875595,84179.28428300617,1575142.0063395884,319,39,235473.27496194144,280
PR3,132,2022-11-30,2022-12-30,2022-12-08,2022-11-29,2023-01-01,788877.2670309304,788877.2670309304,954541.4931074256,LIPR3,81820.36053003656,Retención,EUR,7.721079407969716,Digital,Consorcio Municipal de Agua de Toledo,Reduce admit eye use describe scientist final which build.,2,8,Aceptado,Email,0,13,1,María López,Agua Potable,Privado,Distribución,True,746784.6346840662,750658.9928292787,82459.54389111296,48.97461822176636,73008.0,158021.90978569502,430295.15213648387,48420.66500999567,709745.7269321746,128,11,-160951.9006287923,117
PR670,26,2022-12-06,2023-01-05,2022-12-12,2022-12-03,2023-01-07,290560.0561769803,290560.0561769803,351577.6679741462,LIPR670,41328.23179950434,Pagaré,EUR,2.6805854873309443,Digital,Administración Local de Oropesa,Compare film house south a test form.,1,3,Rechazado,Redes Sociales,Plazo insuficiente,3,5,Ana Martínez,Agua Potable,Privado,Tratamiento,False,289905.4361511126,288434.093631625,70548.1804548662,78.40474457859484,14080.0,88607.56555966692,147604.56961448275,7003.471417648643,257295.6065917983,24,13,-74592.68138468635,11
PR1494,39,2022-12-09,2023-01-08,2022-12-14,2022-12-05,2023-01-11,438783.26207137934,438783.26207137934,530927.747106369,LIPR1494,66189.01803980014,Pagaré,EUR,3.768825268552506,Presencial,Consorcio Municipal de Agua de Toledo,Economy policy consider thing never lead already yes.,1,4,Rechazado,Presencial,Incompatibilidad técnica,8,2,María López,Agua Potable,Privado,Tratamiento,False,289905.4361511126,288434.093631625,70548.1804548662,64.02448463939837,20680.0,128642.04123722741,254955.01867067785,0.0,404277.0599079053,33,7,-100695.22020327419,26
PR1251,96,2022-12-11,2023-01-10,2022-12-13,2022-12-09,2023-01-14,720430.2718069735,720430.2718069735,871720.6288864379,LIPR1251,77318.09566615573,Pagaré,EUR,10.953484679051924,Telefónico,Gobierno Regional de Castilla-La Mancha - Departamento de Agua,Listen reveal bring usually another long.,2,10,Aceptado,Teléfono,0,13,5,Juan Pérez,Agua Potable,Público,Distribución,True,746784.6346840662,750658.9928292787,82459.54389111296,75.4771894831939,49920.0,109614.94467934962,309764.94254591415,17486.856927463814,486786.74415272754,92,10,-310961.6233204017,82
PR55,47,2022-12-13,2023-01-12,2022-12-16,2022-12-09,2023-01-19,433671.9418023641,433671.9418023641,524743.0495808605,LIPR55,39100.94253945295,Pagaré,EUR,4.695662932983593,Presencial,Gobierno Regional de Castilla-La Mancha - Departamento de Agua,Why fact PM throughout yes throw sister sense theory.,2,6,Aceptado,Presencial,0,7,3,Pedro Sánchez,Agua Potable,Público,Tratamiento,True,289905.4361511126,288434.093631625,70548.1804548662,65.18106155768209,29280.0,175393.77909467256,232497.74112620266,15331.027261936086,452502.5474828113,41,11,-20270.336859005707,30
